title,price,frequency,bedrooms,bathrooms,area,location,url,price_clean,price_yearly_aed,bedrooms_clean,bathrooms_clean,area_clean,area_per_bedroom,bathrooms_per_bedroom,log_area,log_price,building,community,property_type_penthouse,property_type_townhouse,property_type_villa,building_grouped_Binghatti Corner,building_grouped_Binghatti Crest,building_grouped_Binghatti Heights,building_grouped_Binghatti House,building_grouped_Binghatti Phantom,building_grouped_Binghatti Phoenix,building_grouped_Binghatti Royale,"building_grouped_Bloom Heights 1, Bloom Heights",building_grouped_DAMAC Ghalia,building_grouped_Fortunato,building_grouped_Imperial Tower,building_grouped_Laya Residences,building_grouped_Other,building_grouped_Pearl House 2,building_grouped_Reef Residence,building_grouped_Rigel Apartments,building_grouped_Rose 10,building_grouped_SH Living 1,building_grouped_Sydney Villas,building_grouped_Westview Garden,district_JVC District 11,district_JVC District 12,district_JVC District 13,district_JVC District 14,district_JVC District 15,district_JVC District 16,district_JVC District 17,district_JVC District 18,district_Unknown
Lowest in Market I 1-Bedroom Duplex I Rare Layout | Exclusive,"90,000",yearly,1,2,"1,118 sqft","Villa Myra, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13397098.html,90000,90000,1.0,2.0,1118.0,1118.0,2.0,7.020190708311925,11.407576060361786,Villa Myra,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Premium Quality | Brand New and Vacant Unit,"120,000",yearly,1,2,923 sqft,"Binghatti Royale, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13343137.html,120000,120000,1.0,2.0,923.0,923.0,2.0,6.828712071641684,11.695255355062795,Binghatti Royale,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Easy Access to Hessa Street | Furnished | Close to Circle Mall,"68,000",yearly,1,2,675 sqft,"Tower 108, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13273615.html,68000,68000,1.0,2.0,675.0,675.0,2.0,6.516193076042964,11.127277689932466,Tower 108,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Community View | Prime Location | Spacious Unit,"99,990",yearly,2,3,"1,190 sqft","Dune Residency, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13314405.html,99990,99990,2.0,3.0,1190.0,595.0,1.5,7.0825485693553,11.512835460919986,Dune Residency,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12 Cheques | Brand New | Unobstructed View,"109,995",yearly,1,2,796 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13279946.html,109995,109995,1.0,2.0,796.0,796.0,2.0,6.680854678790215,11.608199280477017,Binghatti Phantom,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Spacious and Brand New Apt with Private Jaccuzzi,"130,000",yearly,1,2,808 sqft,"Binghatti Royale, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13343136.html,130000,130000,1.0,2.0,808.0,808.0,2.0,6.695798917058491,11.775297421715827,Binghatti Royale,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Unfurnished 1BR | Balcony | Vacant Soon,"89,000",yearly,1,2,867 sqft,"Oxford Residence 2, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13314361.html,89000,89000,1.0,2.0,867.0,867.0,2.0,6.7661917146603505,11.39640288460621,Oxford Residence 2,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vacant in December | Fully Furnished | Low floor,"90,000",yearly,1,2,800 sqft,"Rokane G25, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13240683.html,90000,90000,1.0,2.0,800.0,800.0,2.0,6.68586094706836,11.407576060361786,Rokane G25,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fully Furnished | Great Location | Call Now,"89,999",yearly,1,2,688 sqft,"Binghatti Onyx, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13119987.html,89999,89999,1.0,2.0,688.0,688.0,2.0,6.535241271013659,11.407564949312402,Binghatti Onyx,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1 Bedroom Apartment | Unfurnished | Available,"85,000",yearly,1,2,692 sqft,"Binghatti Onyx, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13020323.html,85000,85000,1.0,2.0,692.0,692.0,2.0,6.541029999189903,11.350418300109132,Binghatti Onyx,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Upgraded 4-Bedroom + Maid Townhouse,"175,000",yearly,4,5,"2,172 sqft","The Ghaf Tree, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13016321.html,175000,175000,4.0,5.0,2172.0,543.0,1.25,7.6838639802564295,12.07254696717504,The Ghaf Tree,Jumeirah Village Circle (JVC),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Excellent Community | Superb Finishing | Vacant,"70,000",yearly,1,1,672 sqft,"Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12924336.html,70000,70000,1.0,1.0,672.0,672.0,1.0,6.511745329644728,11.156264806643742,"Bloom Tower B, Bloom Towers",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marina View| Unfurnished | Premium Quality,"75,000",yearly,1,2,688 sqft,"Binghatti Corner, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12836779.html,75000,75000,1.0,2.0,688.0,688.0,2.0,6.535241271013659,11.225256725762893,Binghatti Corner,Jumeirah Village Circle (JVC),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fully Furnished | Ready to move in | 4 Cheques,"80,000",yearly,1,1,679 sqft,"Bluebell  Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12788914.html,80000,80000,1.0,1.0,679.0,679.0,1.0,6.522092798170152,11.289794413577894,Bluebell  Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Brand New | Spacious Layout | Mall Entrance,"80,000",yearly,1,2,854 sqft,"Mass Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12796705.html,80000,80000,1.0,2.0,854.0,854.0,2.0,6.75110146893676,11.289794413577894,Mass Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
No Security Deposit | All Bills Included,"115,000",yearly,1,1,758 sqft,"Belgravia Heights 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12747688.html,115000,115000,1.0,1.0,758.0,758.0,1.0,6.6320017773956295,11.652696102959753,Belgravia Heights 1,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pool View | 3 Baths | Ready to Move,"84,999",yearly,2,3,965 sqft,"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12746114.html,84999,84999,2.0,3.0,965.0,482.5,1.5,6.873163834212518,11.350406535472453,Binghatti Mirage,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ready To Move | Fully Furnished | Exclusive,"79,999",yearly,1,2,701 sqft,"Empire Residence, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12672278.html,79999,79999,1.0,2.0,701.0,701.0,2.0,6.553933404025811,11.289781913656018,Empire Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Brand New 1 B/R with Balcony,"71,000",yearly,1,2,912 sqft,"Imperial Tower, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-9308340.html,71000,71000,1.0,2.0,912.0,912.0,2.0,6.816735880594968,11.170449240431308,Imperial Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Higher Floor | Fitted Kitchen | Prime Location,"87,999",yearly,1,2,786 sqft,"Binghatti Orchid, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12647426.html,87999,87999,1.0,2.0,786.0,786.0,2.0,6.668228248417403,11.385092093460344,Binghatti Orchid,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Excellent Building | Superb finishing | Tenanted,"68,000",yearly,1,2,763 sqft,"La Riviera Apartments, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12635461.html,68000,68000,1.0,2.0,763.0,763.0,2.0,6.638567789166521,11.127277689932466,La Riviera Apartments,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hassle Free Living | Barbecue Lovers | Spacious Terrace,"78,000",yearly,1,1,900 sqft,"LOCI Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-9179476.html,78000,78000,1.0,1.0,900.0,900.0,1.0,6.803505257608338,11.264476926102367,LOCI Residences,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Community View | Prime Location | Spacious Unit,"74,999",yearly,1,2,745 sqft,"Binghatti Azure, JVC District 16, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12331673.html,74999,74999,1.0,2.0,745.0,745.0,2.0,6.61472560020376,11.225243392518447,Binghatti Azure,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Brand New | Opposite Circle Mall | Premium,"84,999",yearly,1,2,855 sqft,"Mass Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12387124.html,84999,84999,1.0,2.0,855.0,855.0,2.0,6.752270376141742,11.350406535472453,Mass Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Spacious | Open View | 1BR | For Rent,"70,000",yearly,1,2,494 sqft,"Binghatti Tulip, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12346070.html,70000,70000,1.0,2.0,494.0,494.0,2.0,6.20455776256869,11.156264806643742,Binghatti Tulip,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FULLY FURNISHED 1BHK || BRAND NEW BUILDING || BE THE FIRST TENANT,"89,999",yearly,1,2,729 sqft,"Binghatti Amber, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-11962676.html,89999,89999,1.0,2.0,729.0,729.0,2.0,6.593044534142437,11.407564949312402,Binghatti Amber,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Elegantly Furnished One Bedroom for Immediate rent in Bloom Tower B in JVC,"78,000",yearly,1,2,687 sqft,"Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12548830.html,78000,78000,1.0,2.0,687.0,687.0,2.0,6.5337888379333435,11.264476926102367,"Bloom Tower B, Bloom Towers",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BEAUTIFUL SEMI FURNISHED 1BHK I THE HEART OF JVC,"65,000",yearly,1,2,577 sqft,"The Square Tower, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12190012.html,65000,65000,1.0,2.0,577.0,577.0,2.0,6.359573868672378,11.082157933374816,The Square Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Unfurnished | On Low Floor | Spacious and Ready to Move In,"70,000",yearly,1,2,777 sqft,"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13726470.html,70000,70000,1.0,2.0,777.0,777.0,2.0,6.656726524178391,11.156264806643742,Binghatti Mirage,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brand New | Pool View | Multiple options,"90,000",yearly,1,2,766 sqft,"Binghatti Phoenix, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13639145.html,90000,90000,1.0,2.0,766.0,766.0,2.0,6.642486801367256,11.407576060361786,Binghatti Phoenix,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Ready to move-in | Fully Equipped Kitchen,"90,000",yearly,1,2,"1,009 sqft","Luma 22, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13294421.html,90000,90000,1.0,2.0,1009.0,1009.0,2.0,6.917705609835305,11.407576060361786,Luma 22,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
